Unidade,Diretoria,Indicador (descrição),Indicador (tipo),Indicador (fórmula),Meta (objetivo),Meta (valor/quantidade) - proposta,Meta (prazo),Unidade de Medida,Polaridade do Indicador,Como,Necessidades,Observação,Histórico do Indicador,"JANEIRO
META DO MÊS","JANEIRO
ALCANCE DO MÊS","JANEIRO
RESULTADO",JANEIRO OBSERVAÇÃO,"FEVEREIRO
META DO MÊS","FEVEREIRO
ALCANCE DO MÊS","FEVEREIRO
RESULTADO",FEVEREIRO OBSERVAÇÃO,"MARÇO
META DO MÊS","MARÇO
ALCANCE DO MÊS","MARÇO
RESULTADO",MARÇO OBSERVAÇÃO,"ABRIL
META DO MÊS","ABRIL
ALCANCE DO MÊS","ABRIL
RESULTADO",ABRIL OBSERVAÇÃO,"MAIO
META DO MÊS","MAIO
ALCANCE DO MÊS","MAIO
RESULTADO",MAIO OBSERVAÇÃO,"JUNHO
META DO MÊS","JUNHO
ALCANCE DO MÊS","JUNHO
RESULTADO",JUNHO OBSERVAÇÃO,"JULHO
META DO MÊS","JULHO
ALCANCE DO MÊS","JULHO
RESULTADO",JULHO OBSERVAÇÃO,"AGOSTO
META DO MÊS","AGOSTO
ALCANCE DO MÊS","AGOSTO
RESULTADO",AGOSTO OBSERVAÇÃO,"SETEMBRO
META DO MÊS","SETEMBRO
ALCANCE DO MÊS","SETEMBRO
RESULTADO",SETEMBRO OBSERVAÇÃO,"OUTUBRO
META DO MÊS","OUTUBRO
ALCANCE DO MÊS","OUTUBRO
RESULTADO",OUTUBRO OBSERVAÇÃO,"NOVEMBRO
META DO MÊS","NOVEMBRO
ALCANCE DO MÊS","NOVEMBRO
RESULTADO",NOVEMBRO OBSERVAÇÃO,"DEZEMBRO
META DO MÊS","DEZEMBRO
ALCANCE DO MÊS","DEZEMBRO
RESULTADO",DEZEMBRO OBSERVAÇÃO
UGENP,,Valor Faturamento - MTI Gestão de Trânsito,DIREX,Valor Faturado por Produto MTI Gestão de Trânsito/ANO,-,"R$ 4.200.000,00",31/12/2025,Monetário,Maior Melhor,Faturamento parceiro Log Tecnologia,-,-,-,"R$ 350.000,00","R$ 0,00","0,00%",,"R$ 350.000,00","R$ 0,00","0,00%",,"R$ 350.000,00","R$ 1.102.933,11","315,12%",,"R$ 350.000,00","R$ 1.102.933,11","0,00%",,"R$ 350.000,00","R$ 1.102.933,11","315,12%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"R$ 350.000,00","R$ 1.102.933,11","315,12%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"R$ 350.000,00","R$ 1.102.933,11","315,12%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"R$ 0,00","R$ 0,00","0,00%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"R$ 0,00",,#DIV/0!,,"R$ 0,00",,"0,00%",,"R$ 350.000,00",,"0,00%",,"R$ 350.000,00",,"0,00%",
UGENP,,Valor Faturamento - MTI CAV,DIREX,Valor Faturado por Produto MTI CAV/ANO,-,"R$ 2.500.000,00",31/12/2025,Monetário,Maior Melhor,Faturamento parceiro Futura,-,-,-,"R$ 208.333,33","R$ 0,00","0,00%",,"R$ 208.333,33","R$ 0,00","0,00%",,"R$ 208.333,33","R$ 673.573,02","323,32%",,"R$ 208.333,33","R$ 673.573,02","0,00%",,"R$ 208.333,33","R$ 673.573,02","323,32%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"R$ 208.333,33","R$ 673.573,02","323,32%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"R$ 208.333,33","R$ 673.573,02","323,32%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"R$ 0,00","R$ 0,00","0,00%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"R$ 0,00",,#DIV/0!,,"R$ 0,00",,"0,00%",,"R$ 208.333,33",,"0,00%",,"R$ 208.333,33",,"0,00%",
UGENP,,Valor Faturamento - MTI LAB,DIREX,Valor Faturado por Produto MTI LAB / ANO,-,"R$ 4.000.000,00",31/12/2025,Monetário,Maior Melhor,Faturamento parceiro Log Lab,-,-,-,"R$ 333.333,33","R$ 0,00","0,00%",,"R$ 333.333,33","R$ 0,00","0,00%",,"R$ 333.333,33","R$ 756.820,84","227,05%",,"R$ 333.333,33","R$ 756.820,84","0,00%",,"R$ 333.333,33","R$ 756.820,84","227,05%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"R$ 333.333,33","R$ 756.820,84","227,05%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"R$ 333.333,33","R$ 756.820,84","227,05%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"R$ 0,00","R$ 0,00","0,00%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"R$ 0,00",,#DIV/0!,,"R$ 0,00",,"0,00%",,"R$ 333.333,33",,"0,00%",,"R$ 333.333,33",,"0,00%",
UGENP,,Valor Faturamento - MTI XVIA,DIREX,Valor Faturado por Produto MTI XVIA / ANO,-,"R$ 1.500.000,00",31/12/2025,Monetário,Maior Melhor,Faturamento parceiro RW3,-,-,-,"R$ 125.000,00","R$ 0,00","0,00%",,"R$ 125.000,00","R$ 0,00","0,00%",,"R$ 125.000,00","R$ 237.444,39","189,96%",,"R$ 125.000,00","R$ 237.444,39","0,00%",,"R$ 125.000,00","R$ 237.444,39","189,96%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"R$ 125.000,00","R$ 237.444,39","189,96%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"R$ 125.000,00","R$ 237.444,39","189,96%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"R$ 0,00","R$ 0,00","0,00%",O processo de faturamento  esta em transição e a atualização dos novos faturamentos  e estamos aguardando as novas diretrizes ou até retirar este indicador,"R$ 0,00",,#DIV/0!,,"R$ 0,00",,"0,00%",,"R$ 125.000,00",,"0,00%",,"R$ 125.000,00",,"0,00%",
UGENP,,Percentual de Execução do Plano de Melhoria das Parcerias,DIREX,Percentual de execução do plano de ação unificado de melhoria das parcerias estratégicas,-,"85,00%",31/12/2025,Percentual,Maior Melhor,"Entender o nível de satisfação dos parceiros com a colaboração, produtos e serviços oferecidos.",-,-,-,85%,0%,"0,00%",,85%,0%,"0,00%",,85%,30%,"35,29%",,85%,30%,"0,00%",,85%,30%,"35,29%",,85%,30%,"35,29%",,85%,30%,"35,29%",,85%,40%,"47,05%",,85%,,"0,00%",,85%,,"0,00%",,85%,,"0,00%",,85%,,"0,00%",
UGENP,,Total de Eventos de Fomento à Inovação e Desenvolvimento de Soluções,DIREX,Número de eventos/dinâmicas para promoção e captação de novos produtos,-,"3,00",31/12/2025,Unidade,Maior Melhor,Estimular o ambiente onde ideias novas são bem-vindas. Isso inclui promover a abertura para sugestões e a aceitação de falhas como parte do processo de aprendizado.,-,-,-,"3,00","0,00","0,00%",,"3,00","0,00","0,00%",,"3,00","1,00","33,33%",,"3,00","3,00","0,00%",,"1,00","1,00","100,00%",,"1,00","1,00","100,00%",,"1,00","1,00","100,00%",,"1,00","1,00","100,00%",,,,-,,,,"0,00%",,,,-,,,,"0,00%",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGACO,DAFI,Cumprimento dos prazos estabelecidos nos cronogramas de aquisições.,Operacional,número de processos demandados / nº de processos realizados dentro do prazo estipulado,Garantir a realização da tramitação processual dentro dos prazos estipulados na planilha de fluxo de processos de aquisições/contratos,100%,ANUAL,Percentual,Maior Melhor,"1. Acompanhamento sistemático da planilha de fluxos, com a cooperação das área envolvidas",1. Planilha de prazos validada ok;                              2. Plano de Aquisições 2021 implementado  (em finalização)                                         3. Reforço na equipe da UGACO de mais 2 colaboradores                               4. Colaboração das áreas envolvidas para cumprimento do prazo acordado,,,"1,00","1,00",100%,,"3,00","3,00","100,00%",,"1,00","1,00","100,00%",Pregão de gamificação ,"5,00","5,00","100,00%","CRED 001/2023/MTI
CRED 002/2023/MTI
CRED 003/2023/MTI
CRED 004/2023/MTI
003/2024/MTI","3,00","3,00","100,00%",,"10,00","10,00","100,00%",,"3,00","3,00","100,00%",,"1,00","1,00","100,00%",,,,-,,,,-,,,,-,,,,-,
UGACO/GCTO,DAFI,Quantidade de processos de aditivos realizados no prazo,Operacional,número de aditivos efetivados/número de processos a serem aditivados no ano,Conclusão do processo de aditivo de vigência,100%,ANUAL,Unidade,Maior Melhor,1. Processo iniciado dentro do prazo estabelecido;                                           2. Processo  instruído corretamente pela área demandante,1. Planilha de prazos validada;                                                           2. Reforço na equipe da UGACO de mais 2 colaboradores                                           3. Colaboração das áreas envolvidas para cumprimento do prazo acordado,,,"1,00","1,00",100%,033/2023/MTI,"2,00","2,00","100,00%","002/2023/MTI
003/2023/MTI","1,00","1,00","100,00%",004/2022/MTI,"0,00","0,00","0,00%",sem medição para o mês de Abril/2025,"3,00","3,00","100,00%","009/2022/MTI 
Consumo Interno n.º 002/2024/MTI
Consumo Interno n.º 001/2024/MTI","1,00","1,00","100,00%",013/2022/MTI,"3,00","3,00","100,00%",,"3,00","3,00","100,00%",-,,,-,,,,-,,,,-,,,,-,
UGACO/GCTO,DAFI,Quantidade de processos de aditivos realizados no prazo em cada trimestre,Operacional,número de aditivos efetivados no mês/nº de contratos passíveis de prorrogação,Conclusão do processo de aditivo de vigência,100%,TRIMESTRAL,Unidade,Maior Melhor,1. Processo iniciado dentro do prazo estabelecido;                                           2. Processo  instruído corretamente pela área demandante,1. Planilha de prazos validada;                                                           2. Reforço na equipe da UGACO de mais 2 colaboradores                                           3. Colaboração das áreas envolvidas para cumprimento do prazo acordado,,,"0,00","0,00",0%,sem medição para o mês de janeiro/2025,"0,00","0,00","0,00%",sem medição para o mês de fevereiro/2025,"4,00","4,00","100,00%","033/2023/MTI
002/2023/MTI
003/2023/MTI
004/2022/MTI","2,00","2,00","100,00%","Publicado a homologação a gamificação , 01 finalizado a compra direta ferramenta figma ","0,00","0,00","0,00%",sem medição para o mês de Maio/2025,"9,00","9,00","100,00%","CRED 001/2023/MTI
CRED 002/2023/MTI
CRED 003/2023/MTI
CRED 004/2023/MTI
003/2024/MTI
009/2022/MTI 
Consumo Interno n.º 002/2024/MTI
Consumo Interno n.º 001/2024/MTI
013/2022/MTI","0,00","0,00","0,00%",sem medição para o mês de Julho/2025,"0,00","0,00","0,00%",-,,,-,,,,-,,,,-,,,,-,
UGACO/GAQS,DAFI,cumprimento dos prazos estabelecidos nas etapas dos processos de aquisição,Operacional,número de processos em atraso/número de processos em andamento.,Garantir a realização da tramitação processual dentro dos prazos estipulados na planilha de fluxo de processos de aquisições/contratos,100%,ANUAL,Unidade,Maior Melhor,"1. Acompanhamento sistemático da planilha de fluxos, com a cooperação das área envolvidas",1. Planilha de prazos validada ok;                              2. Plano de Aquisições 2021 implementado  (em finalização)                                         3. Reforço na equipe da UGACO de mais 2 colaboradores                               4. Colaboração das áreas envolvidas para cumprimento do prazo acordado,,,"1,00","1,00",100%,Publcado a homologação do PE 006-2024-MTI - RED HAT .,"1,00","1,00","100,00%",Publcado a homologação do PE 007-2024-MTI -LTO .,"3,00","3,00","100,00%",Finalizados 02 processos 01 inexigibilidade 01 Pregão  big data ,"2,00","2,00","100,00%","1 - Pregão
1 - Compra Direta","2,00","2,00","100,00%",Foram finalizados 02 processos de inexigibilidade ,"1,00","1,00","100,00%",foi finalizado a compra direta de material de consumo ,"3,00","3,00","100,00%","foram finalizados os processos :  01 inexigibidade , 01 compra direta e 01 dipsensa emergencial ","2,00","2,00","100,00%",foram finalizados 02 processos de inexigibilidade,,,-,,,,-,,,,-,,,,-,
UGACO,DAFI,Percentual de Licitações Concluídas com Sucesso,Tático,"(Somatório quantidade de licitações concluídas / Somatório quantidade de
licitações realizadas no período) x 100","tempo de conclusão de cada pregão, permitindo a
rápida visualização daqueles que estão dentro de uma média previamente
estabelecida e daqueles que são outliers",-,TRIMESTRAL,,,,,,,,,0%,Trimestral,,,"0,00%",Trimestral,"2,00","2,00","100,00%",02 Pregões ,"5,00","5,00","100,00%","CRED 001/2023/MTI
CRED 002/2023/MTI
CRED 003/2023/MTI
CRED 004/2023/MTI
003/2024/MTI","2,00","2,00","100,00%",,"5,00","5,00","100,00%",,"3,00","3,00","100,00%",,"3,00","3,00","100,00%",,,,-,,,,-,,,,-,,,,-,
UGACO/GCTO,DAFI,Percentual de Contratos Renovados,Tático,"(Somatório do número de contratos renovados / Somatório do número de
contratos vigentes passíveis de renovação) x 100","contratos renovados em relação à
quantidade total de contratos vigentes no período passíveis de renovação",-,TRIMESTRAL,,,,,,,"1,00","1,00",100%,033/2023/MTI,"2,00","2,00","100,00%","002/2023/MTI
003/2023/MTI","1,00","1,00","100,00%",004/2022/MTI,,,"0,00%",Será realizado a apuração no mês de junho ,"3,00","3,00","100,00%","009/2022/MTI 
Consumo Interno n.º 002/2024/MTI
Consumo Interno n.º 001/2024/MTI","1,00","1,00","100,00%",013/2022/MTI,"3,00","3,00","100,00%",,"3,00","3,00","100,00%",-,,,-,,,,-,,,,-,,,,-,
UGACO/GAQS,DAFI,Economicidade das licitações,Tático,Diferença média entre os valores estimados e os valores contratados,Verificar a economicidade e efetividades das negociações nos processos licitatórios.,,TRIMESTRAL,,,,,,,"0,00","0,00",0%,Náo há processo ,"0,00","0,00","0,00%",Náo há processo ,"0,00","2,00","2,00%",0,"0,00%","0,00%","0,00%",os prazos e por trimestre e não foi finalizado aquisição prevista ,,,,Será realizado a apuração no mês de junho ,"1,00","1,00","100,00%","foi fiinalizado 01 pregão eletrônico : gamificação 21,77%  ","0,00","0,00","0,00%",Será realizado a apuração no mês de setembro,"0,00","0,00","0,00%",Será realizado a apuração no mês de setembro,,,-,,,,-,,,,-,,,,-,
UGACO/GAQS,DAFI,Percentual de cumprimento do plano anual de aquisições,DIREX,número de processos concluidos/ numero de processos planejados,-,"90,00%","4602200,00%",Percentual,Maior Melhor,"Indicador mede a execução das licitações previstas no Plano Anual de Aquisições. Devem ser desconsideradas as aquisições que forem transferidas para outro período, ou qeu não concluíram por questões na licitações (licitação deserta, etc), retirar da lista no momento do cáculo.",-,-,-,"0,00%","0,00%","0,00%",Náo há processo ,"0,00%","0,00%","0,00%",Náo há processo ,"0,00%","0,00%","0,00%",os prazos e por trimestre e não foi finalizado aquisição prevista ,,,,,"1,00%","1,00%","1,00%",foi finalizado 01 processo de inexigibilidade ,"0,00%","0,00%","0,00%","Não foram  finalizados os pocessos, previstos no PLANO ANUAL  estão em andamento ,","0,00%","0,00%","0,00%","Não foram  finalizados os pocessos, previstos no PLANO ANUAL  estão em andamento ,","0,00%","0,00%","0,00%",Não foram  priorizado os processos previstos no PLANO ANUAL ,,,-,,,,-,,,,-,,,,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGPES/GACD,DAFI,Taxa de Absenteismo por Motivos de Saúde,Operacional,(total de colaboradores x total de faltas por motivos de Saúde)/[total de colaboradores x total de horas trabalhadas),"Reduzir em 2% o índice de absenteísmo legal, minimizando o impacto das ausências justificadas no funcionamento da organização e nos resultados das equipes.","0,02",Mensal,Unidade,Menor Melhor,1. Elaborar relatório mensal de Faltas justificadas por motivos de saude e porpor ações de qualidade de vida para reduzir o numero de aterstados apresentados ,Analisar a tendência do absenteísmo por saúde para implementar melhorias no programa de saúde ocupacional.,"
Impacto: 
Acompanhar o absenteísmo por problemas de saúde pode indicar a eficácia dos programas de saúde ocupacional. Com a redução dessa taxa, a empresa pode melhorar a qualidade de vida e bem-estar dos colaboradores, além de diminuir custos relacionados a atestados médicos e faltas frequentes. Estratégias de saúde ocupacional e qualidade de vida podem ser aprimoradas a partir desses dados.

Ações de qualidade de vida podem reduzir o absenteísmo.

",Há Histórico 2019 a 2024,6.666,77,"1,16%","Do total de 303 empregados, 18 empregados apresentaram 27 atestados representando 77 dias de absenteísmo no mês",6.666,80,"1,20%","Do total de 303 empregados, 20  empregados apresentaram 22 atestados representando 80 dias de absenteísmo no mês",6.666,62,"0,93%","Do total de 298 empregados, 27 empregados apresentaram 51 atestados representando 62 dias de absenteísmo no mês",6.666,49,"0,74%","Do total de 298 empregados, 16 empregados apresentaram 18 atestados representando 49 dias de absenteísmo no mês",6.666,263,"3,95%","Do total de 298 empregados, 18 empregados apresentaram 37 atestados representando 263 dias de absenteísmo no mês",6.666,36,"0,54%","Do total de 298 colaboradores, 13 empregados apresentaram 24 atestados representando 36 dias de absenteísmo no mês
(SEDE - soma: efetivos +cedidos para MTI+Exc. Comissionado+Aprendiz+Estagiários+Residentes Técnicos+Temporários)",6.666,58,"0,87%","Do total de 298 colaboradores, 17 empregados apresentaram 26 atestados representando 58 dias de absenteísmo no mês
(SEDE - soma: efetivos +cedidos para MTI+Exc. Comissionado+Aprendiz+Estagiários+Residentes Técnicos+Temporários)",6.666,43,"0,65%","Do total de 298 colaboradores, 21 empregados apresentaram 23 atestados representando 43 dias de absenteísmo no mês
(SEDE - soma: efetivos +cedidos para MTI+Exc. Comissionado+Aprendiz+Estagiários+Residentes Técnicos+Temporários)",,,-,,,,-,,,,-,,,,-,
UGPES/GPMM,DAFI,Absenteismo sem justificativa legal,Operacional,(total de colaboradores x total de faltas )/[total de colaboradores x total de horas trabalhadas),Acompanhar a frequência com que os funcionários faltam ao trabalho sem justificativas legais,1,Mensal,Percentual,Menor Melhor,1. Acompanhar o relatório mensal de Ponto,Identificar faltas sem justificativa para ação corretiva.,"

Impacto:
 Identificar faltas sem justificativa é essencial para detectar problemas de comprometimento e disciplina. A redução desse indicador ajuda a promover maior responsabilidade entre os colaboradores, melhorando a produtividade e o ambiente de trabalho. Com ações corretivas baseadas nos dados, a organização pode reforçar políticas de pontualidade e comprometimento com os objetivos organizacionais.
Mensurar a evolução ou redução do absenteísmo na empresa


",Há Histórico 2019 a 2024,1.936,0,"0,00%","Do total de 88 empregados que estão presencial

- A apuração  ocorrerá até o 5º dias útil do mês ",1.700,6,"0,35%","Do total de 85 empregados foram lançados 6 faltas

- A apuração  ocorrerá até o 5º dias útil do mês ",1.800,6,"0,33%","Do total de 90 empregados foram lançados 6 faltas

- A apuração  ocorrerá até o 5º dias útil do mês ",1.780,3,"0,17%","
(400 colaboradores -27 Aux. adm. -93 Cedidos -109 Teletrbalho - 82 Comissionados)* 20


Do total de 89 empregados foram lançados 2 faltas
- A apuração  ocorrerá até o 5º dias útil do mês ",2.160,10,"0,46%","Do total de 108 empregados foram lançados 10 faltas

- A apuração  ocorrerá até o 5º dias útil do mês 


(SEDE MTI - soma: efetivos +cedidos para MTI+Exc. Comissionado+Aprendiz+Estagiários+Residentes Técnicos+Temporários)",2.052,0,"0,00%","Do total de 108 empregados foram lançados xxx faltas

- A apuração  ocorrerá até o 5º dias útil do mês subsequente


(SEDE MTI - soma: efetivos +cedidos para MTI+Exc. Comissionado+Aprendiz+Estagiários+Residentes Técnicos+Temporários)",1.863,1,"0,05%","Do total de 108 empregados foram lançados 01 falta

- A apuração  ocorrerá até o 5º dias útil do mês subsequente


(SEDE MTI - soma: efetivos +cedidos para MTI+Exc. Comissionado+Aprendiz+Estagiários+Residentes Técnicos+Temporários)",1.701,0,0,"Do total de 109 empregados foram lançados xxx faltas

- A apuração  ocorrerá até o 5º dias útil do mês subsequente


(SEDE MTI - soma: efetivos +cedidos para MTI+Exc. Comissionado+Aprendiz+Estagiários+Residentes Técnicos+Temporários)",,,-,,,,-,,,,-,,,,-,
UGPES/GPMM,DAFI,Indice de Adesão ao Teletrabalho,Operacional,(Colaboradores em Teletrabaçho / Total de Colaboradores Aptos) x100,Avaliar e otimizar o modelo de teletrabalho na MTI.,≥ 50%,Mensal,Unidade,Maior Melhor,"Mensalmente, através de um sistema de controle de ponto ou de registro de presença, que identifique a modalidade de trabalho de cada colaborador (teletrabalho ou presencial).
Os dados devem ser coletados e consolidados pela área de Gestão de Pessoas.","Acompanhar a adesão ao teletrabalho: Verificar se a modalidade está sendo utilizada conforme o planejado e se atinge os objetivos propostos.
Identificar gargalos e dificuldades: Entender os motivos que impedem ou dificultam a adesão ao teletrabalho por parte dos colaboradores.
Avaliar a efetividade das políticas de teletrabalho: Analisar se as políticas e os recursos disponibilizados pela empresa estão adequados e se contribuem para o sucesso do programa de teletrabalho.
Ajustar as estratégias: Com base nos dados coletados, realizar ajustes nas estratégias e ações para promover o teletrabalho e aumentar a adesão dos colaboradores.","
Impacto: 
Gestão de Recursos Humanos: Otimizar a gestão de pessoas, alocando os recursos de forma mais eficiente e adaptando as políticas de RH à nova realidade do trabalho.
Planejamento de Espaço Físico: Embasar decisões sobre o dimensionamento e a organização do espaço físico da empresa, considerando a redução da necessidade de postos de trabalho presenciais.
Desenvolvimento de Programas de Qualidade de Vida: Criar e aprimorar programas de qualidade de vida no trabalho, que atendam às necessidades dos colaboradores em regime de teletrabalho.
Comunicação Interna: Fortalecer a comunicação interna, mantendo os colaboradores informados sobre as políticas e os benefícios do teletrabalho.
Impacto do indicador para as Diretorias:

Tomada de Decisão Estratégica: Fornecer informações relevantes para a tomada de decisão estratégica sobre a implementação e a expansão do teletrabalho na empresa.",Há Histórico 2019 a 2024,239,104,"43,51%","Do montante de 239
Sendo efetivos, comisisonados, cedidos para MTI e Contratatos por Tempo Determinado",238,105,"44,12%","Do montante de 238
Sendo efetivos, comisisonados, cedidos para MTI e Contratatos por Tempo Determinado",284,108,"38,03%","Do montante de 284
Sendo efetivos, comisisonados, cedidos para MTI e Contratatos por Tempo Determinado",283,109,"38,52%","Do montante de 283
Sendo efetivos, comisisonados, cedidos para MTI e Contratatos por Tempo Determinado",304,135,"44,41%","Do montante de 304
SEDE - Soma (efetivos, comisisonados, cedidos para MTI e Temporários)",304,137,"45,07%","Do montante de  304
SEDE - Soma (efetivos, comisisonados, cedidos para MTI e Temporários)",304,140,"46,05%","Do montante de  304
SEDE - Soma (efetivos, comisisonados, cedidos para MTI e Temporários)",304,140,"46,05%","Do montante de  304
SEDE - Soma (efetivos, comisisonados, cedidos para MTI e Temporários)",,,,,,,,,,,,,,,,
