Unidade,DESCRIÇÃO DO RISCO,CATEGORIA DO RISCO,NÍVEL DO RISCO,CLASSIFICAÇÃO DO RISCO,O QUE,QUEM,ONDE,POR QUE,COMO,INÍCIO,FIM,QUANTO,SITUAÇÃO,PERCETUAL DE EXECUÇÃO,OBSERVAÇÕES,UG,Situação Geral,Número de Ações,Quantidade de Eventos de Riscos,CR,CTD CR
R.UGARQ.02,Insatisfação do Cliente Devido à Qualidade dos Serviços ,Risco Estratégico,CRÍTICO,INERENTE,Implementar 1 agente de IA para qualidade e desenvolvimento de código,William Chitto,GIAP,Melhorar a qualidade dos códigos e suprir a falta de líderes técnicos e programadores experientes para verificação das entregas de código,Utilização de agentes de IA integrados ao gitlab para revisão das alterações no código fonte,01/01/2025,31/12/2025,"Workstations: aprox. R$ 500,000 Servidores aprox. R$ 3,000,000",,,"É necessária a aquisição de hardware para processamento de IA. Foi iniciada a aquisição das workstations
Monitoramento de Junho: 
Não iniciado, aguardando aquisição que está em andamento. Foi Feito POC, mas não conta na solução final. Conversar com o Bruno, para colocar a ação ""em andamento"". https://gitlab.mti.mt.gov.br/templates/frontend-js-next-react/-/merge_requests/20
Monitoramento de Julho: 
<<informar o status no mês>>
Monitoramento de Agosto: 
<<informar o status no mês>>
Monitoramento de Setembro: 
<<informar o status no mês>>
Monitoramento de Outubro: 
<<informar o status no mês>>
Monitoramento de Novembro: 
<<informar o status no mês>>
Monitoramento de Dezembro: 
<<informar o status no mês>>",UGARQ,,,,,
R.UGARQ.03,Indisponibilidade da Plataforma de Simplificação ,Operacional,ALTO,RESIDUAL,"- Manter redundância dos ativos  e monitorar a saúde do ambiente
- Quanto ao risco contratual, apenas aceitar, pois é uma tecnologia proprietária e não tem como ter uma alterativa. Em caso de ocorrer a quebra de contrato, as aplicações precisam ser refeitas para não utilizar essa tecnologia.",William Chitto,GIAP,Mitigar a chance de indisponibilidade,"Monitorar o ambiente pelo Zabbix, e manter servidores redundantes rodando em paralelo",01/03/2024,31/12/2024,N/A,CONCLUÍDA,,"Concluído, os servidores são disponibilizados em  redundância e foi configurado o monitoramento com zabbix",UGARQ,,,,,
R.UGARQ.04,Indisponibilidade do servidor seguro e central da MTI no Xvia,Operacional,MODERADO,RESIDUAL,"- Evoluir o xVia para ser entregue em formato de docker, assim fica mais fácil para provisionar outros ambientes em caso de falha
- Manter redundância dos servidores",George Oliveira,GASI,Mitigar a chance de indisponibilidade,"Compliar o xVia na versão nova e manter uma imagem de fácil deploy. 
Instalar várias instâncias dos servidores seguros para mitigar chance de indisponibilidade.",01/01/2024,30/06/2025,N/A,CONCLUÍDA,,"Foi feito o deploy do SS da MTI no GKE, novos clientes como TJMT já foram entregues na versão nova em kubernetes",UGARQ,,,,,
R.UGARQ.05,Indisponibilidade do servidor seguro dos órgãos no Xvia,Operacional,ALTO,RESIDUAL,"- Prover suporte para as equipes dos clientes
- Evoluir o xVia para ser entregue em formato de docker, assim fica mais fácil para provisionar outros ambientes em caso de falha",George Oliveira,GASI,Mitigar a chance de indisponibilidade,Fornecer nova versão do xVia aos clientes,01/07/2025,31/12/2025,N/A,EM ANDAMENTO,"15,00%","Monitoramento de Junho: 
Entregue TJ e Servidor Seguro da MTI. O Tonon está preparando uma planilha com cada ambiente migrado.
Monitoramento de Julho: 
Projeto cadastrado no Service Now - PRJ0126254
Monitoramento de Agosto: 
Versao disponivel porém por decisáo tecnica a nova versáo para clientes já instalados, nao será atualizada em Docker e sim em VM. 
PAra os novos clientes, está sendo avaliado se o cliente possui estrutura em Kubernates e se esse for o cenario, utiliza-se a nova versáo em Docker, senáo a nova versáo deve ser disponibilizada em VM.
A Equipe está realizando o replanejamento para implantar a nova versáo nos clientes antigos que já utilizavam VM.
Projeto para atualizacao da versáo do XVia PRJ0126254
// pendencia Claudia: Conversar sobre a mudanca de escopo Monitoramento de Setembro: 
<<informar o status no mês>>
Monitoramento de Outubro: 
<<informar o status no mês>>
Monitoramento de Novembro: 
<<informar o status no mês>>
Monitoramento de Dezembro: 
<<informar o status no mês>>
",UGARQ,,,,,
R.UGARQ.06,Indisponibilidade de renovação do GCP,Operacional,ALTO,RESIDUAL,- Manter redundância das aplicações em ambiente local,Fernando Tonon ,UGARQ,Evitar a indisponibilidade das aplicações quando não houver mais contrato com o GCP,Recomendar aos responsáveis das aplicações a aplicação de uma arquitetura em que as aplicações sejam disponibilizadas em paralelo no ambiente da MTI,01/01/2024,31/12/2024,N/A,CONCLUÍDA,,"Para mitigação desse risco, foi criado um template para uso nas esteiras de CI para facilitar a migração de um ambiente para outro. A solução pensada inicialmente de manter as aplicações rodando nos 2 ambientes se mostrou tecnicamente inviável devido a grande distância física entre os data centers da MTI e do Google (Cuiabá - São Paulo)",UGARQ,,,,,
R.UGGDI.01,Ataques Cibernéticos ,Risco Estratégico,CRÍTICO,INERENTE,Implementar esteira de codigo seguro para MT cidadao,UGGDI,UGGDI,Para que o processo de desenvolvimento do MT Cidadão atenda as exigências e boas práticas de segurança,"1. Treinamento da Equipe na ferramenta Fortify
2. Adequação da pipeline
3. Realização de scan periódicos",03/02/2025,30/07/2025,,,,88%,UGGDI,"27,50%",6,6,,
R.UGGDI.02,Ataques Cibernéticos ,Risco Estratégico,CRÍTICO,INERENTE,"Implementar melhorias de segurança a partir dos relatórios de vulnerabilidade (tenable) para MT LOGIN, MT ID, MT.GOV.BR, MT CIDADÃO",UGGDI,UGGDI,Para que os produtos digitais da Plataforma de Governo Digital do Estado atenda as exigências e boas práticas de segurança,"1. Análise e priorização das vulnerabilidades apresentadas nos relatórios
2. Implementação das melhorias de segurança",01/04/2025,31/12/2025,,,,12%,UGGDI,,,,,
R.UGGDI.03,A. Não priorizar a continuidade de negócio dos produtos de Identificação Digital do Cidadão da Plataforma de Governo Digital,Operacional,CRÍTICO,RESIDUAL,Priorização da continuidade de negócio dos produtos de Identificação Digital do Cidadão da Plataforma de Governo Digital,UGGDI,UGGDI,"Por se tratar de produtos altamente estratégicos, diretamente ligados à agenda estratégica de Governo Digital, os mesmos devem ser priorizados e estruturados para sua continuidade","1. Designar e capacitar os perfis previstos na IN 001/2025/MTI para os produtos de identificação digital do cidadão: MT Login, MT.id, MTI Valida
*** migração do mt.id para a celula da identificação digital *** - em andamento
2. Monitorando a continuidade da parceria - em andamento
3. Renovação do contrato de consumo 001 - concluído
4. Nova parceria X-via - em andamento",03/02/2025,31/12/2025,,EM ANDAMENTO,"25,00%","PONTO DE ATENÇÃO: MT.id sendo mantido pelo time Mandaloriano, é necessário mudar para o time Digital ID. Foi criada ug de arquitetura que está apoiando da evolução e continuidade dos produtos
Esmael está coordenando os produtos: MT Login, MTI Valida
Dedé está atuando no Prova de Vida, MT Login e MTI Valida
Foi iniciada a transferência de conhecimento do ambiente de infra do MTI valida para a equipe da MTI
Implementado monitoramento da VMs do MTI Valida no Zabbix. Foi solicitado a implementação do monitoramento dos pods openshift do MTI Valida no Kuma.
Está sendo negociado com a SEPLAG um contrato de sustentação da plataforma de governo digital
Está sendo elaborado o modelo de negócio e catálogo da nova parceria com a x-via

Monitoramento de Junho: 
Contrato de consumo interno foi prorrogado. Modelo de Negócio e Catálogo da nova Parceria foi Validado. 
Monitoramento de Julho: 
1. PDI e Trilhas no MTI Academy criadas para FALP e ESPT.
2. e 4. Modelo de Negócio e Catálogo da nova Parceria foi Validado, aguardando aprovação pela DIREX
Monitoramento de Agosto: 
1. Reorganização das squads da transformação digital (https://miro.com/app/board/uXjVJQ_as3Y=/?moveToWidget=3458764638348431705&cot=14), com a estruturação de Squad para MT.id e Smartpass
2. e 4. Discussão e ajuste no catálogo de serviços da nova parceria, tendo em vista apontamentos realizados pela SEPLAG
Monitoramento de Setembro: 
<<informar o status no mês>>
Monitoramento de Outubro: 
<<informar o status no mês>>
Monitoramento de Novembro: 
<<informar o status no mês>>
Monitoramento de Dezembro: 
<<informar o status no mês>>",UGGDI,,,,,
R.UGGDI.04,B. Não priorizar a continuidade de negócio dos produtos dos Canais de Atendimento Digitais da Plataforma de Governo Digital,Operacional,CRÍTICO,RESIDUAL,Priorização da continuidade de negócio dos produtos de dos produtos dos Canais de Atendimento Digitais da Plataforma de Governo Digital,UGGDI,UGGDI,"Por se tratar de produtos altamente estratégicos, diretamente ligados à agenda estratégica de Governo Digital, os mesmos devem ser priorizados e estruturados para sua continuidade","1. Designar e capacitar os perfis previstos na IN 001/2025/MTI para os produtos dos canais de atendimento digitais: MT Cidadaão, Portal de Serviços, Chatbot, Painel do Cidadão - em andamento
2. Monitorando a continuidade da parceria - em andamento
3. Renovação do contrato de consumo 001 - concluído
4. Nova parceria X-via - em andamento",03/02/2025,31/12/2025,,EM ANDAMENTO,"25,00%","PONTO DE ATENÇÃO: O PO do MT Cidadão é o Adauto da RW3
O analista José Dias foi designado como FALP para o MT Cidadão
Novo canal de atendimento ao cidadão: Chatbot e Whatsapp. Está sendo acompanhado pelo analista temporário Marcelo Mialho.
Está sendo negociado com a SEPLAG um contrato de sustentação da plataforma de governo digital.
Está sendo elaborado o modelo de negócio e catálogo da nova parceria com a x-via

Monitoramento de Junho: 
Contrato de consumo interno foi prorrogado. Modelo de Negócio e Catálogo da nova Parceria foi Validado. 
Monitoramento de Julho: 
1. PDI e Trilhas no MTI Academy criadas para FALP e ESPT.
2. e 4. Modelo de Negócio e Catálogo da nova Parceria foi Validado, aguardando aprovação pela DIREX
Monitoramento de Agosto: 
1. Reorganização das squads da transformação digital (https://miro.com/app/board/uXjVJQ_as3Y=/?moveToWidget=3458764638348431705&cot=14)
2. e 4. Discussão e ajuste no catálogo de serviços da nova parceria, tendo em vista apontamentos realizados pela SEPLAG
Monitoramento de Setembro: 
<<informar o status no mês>>
Monitoramento de Outubro: 
<<informar o status no mês>>
Monitoramento de Novembro: 
<<informar o status no mês>>
Monitoramento de Dezembro: 
<<informar o status no mês>>",UGGDI,,,,,
R.UGGDI.05,C. Indisponibilidade dos produtos de Identificação Digital do Cidadão da Plataforma de Governo Digital,Operacional,CRÍTICO,RESIDUAL,Melhorar a disponibilidade dos produtos de Identificação Digital do Cidadão da Plataforma de Governo Digital,UGGDI,UGGDI,"Por se tratar de produtos altamente estratégicos, diretamente ligados à agenda estratégica de Governo Digital, os mesmos devem estar disponíveis 24x7","1. Designar e capacitar os perfis previstos na IN 001/2025/MTI para os produtos de identificação digital do cidadão: MT Login, MT.id, MTI Valida - concluído
2. Monitoramento 24x7 (contrato de consumo interno parceria TD) - em andamento
3. Redundancia do ambiente tecnológico - em andamento",03/02/2025,31/12/2025,"Valor do contrato consumo: R$ 4.778.935,20",EM ANDAMENTO,"30,00%","Monitoramento das VMS do MTI Valida já implementado
Os relatórios de disponibilidade do MT Login, MT.id e MTI Valida são gerados mensalmente para composição do indicador estratégico
Equipe do MTI Valida, MT Login: FALP - Esmael e Especialista Lider Técnico - Fabio Dedé


Monitoramento de Junho: 
Monitoramento em andamento, mas a Redundancia (item 3) não está iniciado.
Monitoramento de Julho: 
1. PDI e Trilhas no MTI Academy criadas para FALP e ESPT.
2. Monitoramento em andamento
3. Não iniciado
Monitoramento de Agosto: 
1. PDI e Trilhas no MTI Academy criadas para FALP Temporários
2. Realizado alinhamento com a GASI para contemplar o monitoramento dos serviços digitais no Projeto de Observabilidade
3. Realizando ações para estabelecer alta disponibilidade no Cluster do GCP para as aplicações do Portal de Serviços e do MT Login (criação de pool específico para estas aplicações

Monitoramento de Setembro: 
<<informar o status no mês>>
Monitoramento de Outubro: 
<<informar o status no mês>>
Monitoramento de Novembro: 
<<informar o status no mês>>
Monitoramento de Dezembro: 
<<informar o status no mês>>",UGGDI,,,,,
R.UGGDI.06,D. Indisponibilidade dos produtos dos Canais de Atendimento Digital da Plataforma de Governo Digital,Operacional,CRÍTICO,RESIDUAL,Melhorar a disponibilidade dos produtos dos Canais de Atendimento Digital da Plataforma de Governo Digital,UGGDI,UGGDI,"Por se tratar de produtos altamente estratégicos, diretamente ligados à agenda estratégica de Governo Digital, os mesmos devem estar disponíveis 24x7","1. Designar e capacitar os perfis previstos na IN 001/2025/MTI para os produtos dos canais de atendimento digitais: MT Cidadão, Portal de Serviços, Chatbot, Painel do Cidadão
2. Monitoramento 24x7 (contrato de consumo interno parceria TD)
3. Redundancia do ambiente tecnológico
3. Plano de ação para migração dos backends ""chave"" do Openshift para GCP - Adauto/Gabriel - não iniciado
4. Identificar os principais motivos de indisponibilidade no Portal de Serviços - Squad Bravo - em andamento",03/02/2025,31/12/2025,"Valor do contrato consumo: R$ 4.778.935,20",EM ANDAMENTO,"30,00%","Monitoramento do Portal e MT Cidadão sendo realizado e acompanhado mensalmente e são utilizados na composição do indicador estratégico
Novo canal de atendimento ao cidadão: Chatbot e Whatsapp. Necessário implementar monitoramento do Chatbot e Whatsapp.
Equipe designada, conforme planilha DTIC - Equipes 

Monitoramento de Junho: 
Monitoramento em andamento, mas a Redundancia (item 3) não está iniciado.
Monitoramento de Julho: 
1. PDI e Trilhas no MTI Academy criadas para FALP e ESPT.
2. Monitoramento em andamento
3. Não iniciado
Monitoramento de Agosto: 
1. PDI e Trilhas no MTI Academy criadas para FALP Temporários
2. Realizado alinhamento com a GASI para contemplar o monitoramento dos serviços digitais no Projeto de Observabilidade
3. Realizando ações para estabelecer alta disponibilidade no Cluster do GCP para as aplicações do Portal de Serviços e do MT Login (criação de pool específico para estas aplicações
4. Elaborado documento com os principais motivos (https://drive.google.com/file/d/1On3eDPot4htGO4lPuoE5EXC59X0pXJfA/view). Pendência: avaliar com a UGARQ estratégia para minimizar ou impedir o estouro de memória a cada nova aplicação no cluster.

Monitoramento de Setembro: 
<<informar o status no mês>>
Monitoramento de Outubro: 
<<informar o status no mês>>
Monitoramento de Novembro: 
<<informar o status no mês>>
Monitoramento de Dezembro: 
<<informar o status no mês>>",UGGDI,,,,,
