Unidade,Diretoria,Indicador (descrição),Indicador (tipo),Indicador (fórmula),Meta (objetivo),Meta (valor/quantidade) - proposta,Meta (prazo),Unidade de Medida,Polaridade do Indicador,Como,Necessidades,Observação,Histórico do Indicador,"JANEIRO
META DO MÊS","JANEIRO
ALCANCE DO MÊS","JANEIRO
RESULTADO",JANEIRO OBSERVAÇÃO,"FEVEREIRO
META DO MÊS","FEVEREIRO
ALCANCE DO MÊS","FEVEREIRO
RESULTADO",FEVEREIRO OBSERVAÇÃO,"MARÇO
META DO MÊS","MARÇO
ALCANCE DO MÊS","MARÇO
RESULTADO",MARÇO OBSERVAÇÃO,"ABRIL
META DO MÊS","ABRIL
ALCANCE DO MÊS","ABRIL
RESULTADO",ABRIL OBSERVAÇÃO,"MAIO
META DO MÊS","MAIO
ALCANCE DO MÊS","MAIO
RESULTADO",MAIO OBSERVAÇÃO,"JUNHO
META DO MÊS","JUNHO
ALCANCE DO MÊS","JUNHO
RESULTADO",JUNHO OBSERVAÇÃO,"JULHO
META DO MÊS","JULHO
ALCANCE DO MÊS","JULHO
RESULTADO",JULHO OBSERVAÇÃO,"AGOSTO
META DO MÊS","AGOSTO
ALCANCE DO MÊS","AGOSTO
RESULTADO",AGOSTO OBSERVAÇÃO,"SETEMBRO
META DO MÊS","SETEMBRO
ALCANCE DO MÊS","SETEMBRO
RESULTADO",SETEMBRO OBSERVAÇÃO,"OUTUBRO
META DO MÊS","OUTUBRO
ALCANCE DO MÊS","OUTUBRO
RESULTADO",OUTUBRO OBSERVAÇÃO,"NOVEMBRO
META DO MÊS","NOVEMBRO
ALCANCE DO MÊS","NOVEMBRO
RESULTADO",NOVEMBRO OBSERVAÇÃO,"DEZEMBRO
META DO MÊS","DEZEMBRO
ALCANCE DO MÊS","DEZEMBRO
RESULTADO",DEZEMBRO OBSERVAÇÃO
UGEPV,DIRC,Promover eventos de interação com os clientes,Operacional,Eventos,Realizar eventos / palestras / workshops referente as soluções confeccionadas pela MTI e parceiros,4,Dez/2024,Unidade,Maior Melhor,1.Criar evento para fomentar o aculturamento  e adoção dos produtos.    2 Criar eventos para compartilhamento de experiencias positivas entre os orgãos;,1.Aumentar a visibilidade positiva da MTI                                         2. Criar gatilhos para que a empresa sempre seja lembrada quando se pensar em soluções,META:                                                  1 evento por trimestre.,0,0%,0,"0,00%",Os eventos estão programados para ocorrer a cada trimestre,0%,0%,"0,00%",Os eventos estão programados para ocorrer a cada trimestre,0%,0%,"0,00%",Os Eventos estã programados para ocorrer 01 por trimestre,"1,00","1,00","100,00%",Evento realizado conforme programação.,0%,0%,"0,00%",Neste Qudrimestre realizaremos 2 eventos.,0%,0%,"0,00%",Neste Quadrimestre realizaremos 2 eventos.,100%,100%,"100,00%",,0%,0%,"0,00%",1 Evento por trimestre,0%,0%,"0,00%",1 evento pro trimestre,0%,0%,"0,00%",1 Evento por trimestre,"1,00","1,00","100,00%",Evento com Crowdstrike,0%,0%,"0,00%",
UGEPV,DIRC,Monitorar o sistema de atendimento e prazos de retornos,Operacional,Pesquisa SAC,Filtrar chamados que estão abertos com status atrasado,Todos,Dez/2024,Percentual,Maior Melhor,1.Criar filtros especificos dos chamados atrasados 2.Entender o motivo de atraso dos status,"1.Não deixar o cliente esperando                                                                                                      2. Mitigar a insatisfação em relação a demora no retorno ao cliente.                                                                        3.Não deixar que os problemas sejam escalados, resolve-los no tempo oportuno.",Rodar o filtro semanalmente,todos,100%,"100,00%","100,00%",Os chamados são acompanhados dentro da rotina semanal,100%,"100,00%","100,00%",Os chamados são acompanhados dentro da rotina semanal,100%,100%,"100,00%",Os chamados são acompanhados dentro da rotina semanal,100%,100%,"100,00%",Os chamados são acompanhados e os clientes quando necessarios nos acionam,100%,100%,"100,00%","Esta atividade é continua, todos os dias interagimos com os clientes, visando suceso dos mesmos;",100%,100%,"100,00%","Esta atividade é continua, todos os dias interagimos com os clientes, visando suceso dos mesmos;",100%,100%,"100,00%",,100%,100%,"100,00%","Esta atividade é continua, todos os dias interagimos com os clientes, visando suceso dos mesmos;",100%,100%,"100,00%",Atividade continua,100%,100%,"100,00%","Esta atividade é continua, todos os dias interagimos com os clientes, visando suceso dos mesmos;",100%,100%,"100,00%",,100%,100%,"100,00%",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGENP,DIRC,Novas ideias enviadas no canal de inovação da empresa ,Operacional,Quantidade de ideias recebidas vinculadas à Desafios da MTI,"Gerar novas ideias/inovação
",1,mensal,Unidade,Maior Melhor,"Quantidade de ideias recebidas nos canais de comunicação da MTI (e-mail, whatsapp, conversas, google forms, etc)",,"tipo de indicador não governável pela UGEIN - precisamos estabilizar isso com diretoria - há outros semelhantes na MTI - teremos que normalizar o entendimento.Número de ideias enviadas através dos canais de inovação da empresa (e-mail, google forms, whatsapp, verbal, processos, sistema)",1,0,0,"0,00%",,0,0,"0,00%",,0,0,"0,00%",,0,0,"0,00%",,0,0,"0,00%",,0,0,0,0,0,0,0,,1,1,"100,00%",Projeto MTI Trainee,0,0,0,,0,0,0,,0,0,0,,0,0,0,
UGENP,DIRC,Ideia Implementada,Operacional,Quantidade de ideias implementadas(seja colocada em prática),"Desenvolver novos produtos/serviços/processos a partir da inovação colocadas em produção seguindo os processos vigentes na empresa
",2,anual (Dezembro),Unidade,Maior Melhor,Quantidade de novo produto a partir de ideia recebida,,,0,0,0,"0,00%",,0,0,0%,,0,0,"0,00%",,0,0,"0,00%",,0,0,"0,00%",,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
UGENP,DIRC,Participação de colaboradores em eventos realizados pela Inovação,Operacional,Percentual média de participantes de eventos internos/numero de colaboradores * 100,Promover a presença de colaboradores em eventos internos de inovação,50%,anual (Janeiro),Percentual,Maior Melhor,Quantidade média de participantes de eventos internos/numero de colaboradores * 100,,,32%,0,0,"0,00%",,0,0,"0,00%",,200,174,"87,00%",,200,72,"36,00%",Café Tech,200,94,"47,00%",Tech Talk,200,64,"32,00%",Tech Talk Robert Janssen,200,65,"32,50%",Tech Talk - Larissa Mariany Freiberger Pereira,0,0,0,,200,83,"41,50%",Café Tech - Heitor Menezes,200,95,"47,50%",Tech Talk - Rafael Messias Servicenow,200,0,0,"Não houve evento, foi cancelado a pedido do Palestrante",200,0,0,"Não houve evento, foi cancelado a pedido do Palestrante"
UGENP,DIRC,Qtde de inscrições de projetos em Concursos de Inovação e TI,Operacional,Quantidade inscrições realizadas,"Inscrever projetos de inovação em eventos externos
",3,anual (Dezembro),Unidade,Maior Melhor,Quantidade inscrições realizadas,,,0,0,0,"0,00%",,0,0,"0,00%",,0,0,"0,00%",,0,0,"0,00%",,2,2,"100,00%",CONIP e SECOP,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,-,
UGENP,DIRC,Novos serviços em modelos de negócios advindos de parcerias estratégicas,Operacional,Quantidade de novos serviços disponibilizados no portifólio,Ampliar novos serviços no portifólio,7,anual (Dezembro),Unidade,Maior Melhor,Quantidade de Parceria estratégica realizada,,,2,0,0,"0,00%",,0,0,"0,00%",,0,0,"0,00%",,2,1,"50,00%",Parceria Estratégica com Facilmova/OPENTEXT,2,2,"100,00%",Parceria Estratégica com VA Expert/ SERVICENOW,2,2,"100,00%",,2,3,"150,00%",Parceria Estratégica - Xertica Brasil / Google,2,4,"200,00%",Parceria Estratégica - Servdigital / Thales,2,4,200%,,2,4,200%,,2,4,"200,00%",,2,4,"200,00%",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGACO,DAFI,Cumprimento dos prazos estabelecidos nos cronogramas de aquisições.,Operacional,número de processos demandados / nº de processos realizados dentro do prazo estipulado,Garantir a realização da tramitação processual dentro dos prazos estipulados na planilha de fluxo de processos de aquisições/contratos,100%,ANUAL,Percentual,Maior Melhor,"1. Acompanhamento sistemático da planilha de fluxos, com a cooperação das área envolvidas",1. Planilha de prazos validada ok;                              2. Plano de Aquisições 2021 implementado  (em finalização)                                         3. Reforço na equipe da UGACO de mais 2 colaboradores                               4. Colaboração das áreas envolvidas para cumprimento do prazo acordado,,,0%,0%,"0,00%",,0%,0%,"0,00%",,8%,8%,"100,00%",,13%,13%,"100,00%",,8%,8%,"100,00%",,13%,13%,"100,00%",,4%,4%,"100,00%",,8%,8%,"100,00%",,17%,17%,"100,00%",,9%,9%,"100,00%",,5%,5%,"100,00%",,5%,5%,"100,00%",
UGACO/GCTO,DAFI,Quantidade de processos de aditivos realizados no prazo,Operacional,número de aditivos efetivados/número de processos a serem aditivados no ano,Conclusão do processo de aditivo de vigência,100%,ANUAL,Unidade,Maior Melhor,1. Processo iniciado dentro do prazo estabelecido;                                           2. Processo  instruído corretamente pela área demandante,1. Planilha de prazos validada;                                                           2. Reforço na equipe da UGACO de mais 2 colaboradores                                           3. Colaboração das áreas envolvidas para cumprimento do prazo acordado,,,0%,0%,"0,00%",No mês de janeiro não temos contratos para serem renovados ,0%,0%,"0,00%",No mês de fevereiro não temos contratos para serem renovados ,1%,1%,"100,00%",Foi renovado o contrato 004/2022/MTI.,6%,6%,"100,00%",assinados os 04 aditivos de credenciamento (vale alimentação) e 02 aditivos de 25%  -  011/2021 e 010/2021,1%,1%,"100,00%",Renovado o contrato 09/2022/MTI,3%,3%,"100,00%","Assinados 03 aditivos , sendo 01 aditivo de prorrogação ( contrato 013/2022) e 02 aditivos de 25% ( contratos 018/2021 e 016/2022)",3%,1%,"33,33%","Havia 3 contratos possíveis de prorrogação, isto é, contratos nº 016/2022, 012/2021 e 013/2021, no entanto somente o contrato nº 016/2022/MTI foi prorrogado porque a área demandante não teve interesse em prorrogar os outros dois.",2%,2%,"100,00%",Aditivo de renovação do contrato nº 016/2023/MTI e aditivo de acrescimo 033/2023,2%,2%,"100,00%",Foram aditivados os contratos nº 017/2024/MTI e  019/2024/MTI,4%,4%,"100,00%","Renovou os contratos 027/2022, 032/2023",3%,3%,"100,00%",,4%,10%,"250,00%",6 aditivos de cláusula LGPD finalizados além da meta
UGACO/GCTO,DAFI,Quantidade de processos de aditivos realizados no prazo em cada trimestre,Operacional,número de aditivos efetivados no mês/nº de contratos passíveis de prorrogação,Conclusão do processo de aditivo de vigência,100%,TRIMESTRAL,Unidade,Maior Melhor,1. Processo iniciado dentro do prazo estabelecido;                                           2. Processo  instruído corretamente pela área demandante,1. Planilha de prazos validada;                                                           2. Reforço na equipe da UGACO de mais 2 colaboradores                                           3. Colaboração das áreas envolvidas para cumprimento do prazo acordado,,,0%,0%,"0,00%","Aguardando abertura do orçamento , para publicação do edital e compra direta dos processos em andamentos.   ",0%,0%,"0,00%",No mês de fevereiro não temos contratos para serem renovados ,1%,1%,"100,00%",Foi reonovado o contrato 004/2022/MTI.,6%,6%,"100,00%",assinados os 04 contratos de credenciamento (vale alimentação) e 02 aditivos de 25% ,1%,1%,"100,00%",Renovado o contrato 09/2022/MTI,3%,3%,"100,00%","Assinados 03 aditivos , sendo 01 aditivo de prorrogação ( contrato 013/2022) e 02 aditivos de 25% ( contratos 018/2021 e 016/2022)",1%,1%,"100,00%","Havia 3 contratos possíveis de prorrogação, isto é, contratos nº 016/2022, 012/2021 e 013/2021, no entanto somente o contrato nº 016/2022/MTI foi prorrogado porque a área demandante não teve interesse em prorrogar os outros dois.",2%,2%,"100,00%",Aditivo de renovação do contrato nº 016/2023/MTI e aditivo de acrescimo,2%,2%,"100,00%",Foram aditivados os contratos nº 017/2024/MTI e  019/2024/MTI,4%,4%,"100,00%",,3%,3%,"100,00%",,4%,10%,"250,00%",6 aditivos de cláusula LGPD finalizados além da meta
UGACO/GAQS,DAFI,cumprimento dos prazos estabelecidos nas etapas dos processos de aquisição,Operacional,número de processos em atraso/número de processos em andamento.,Garantir a realização da tramitação processual dentro dos prazos estipulados na planilha de fluxo de processos de aquisições/contratos,100%,ANUAL,Unidade,Maior Melhor,"1. Acompanhamento sistemático da planilha de fluxos, com a cooperação das área envolvidas",1. Planilha de prazos validada ok;                              2. Plano de Aquisições 2021 implementado  (em finalização)                                         3. Reforço na equipe da UGACO de mais 2 colaboradores                               4. Colaboração das áreas envolvidas para cumprimento do prazo acordado,,,0%,0%,"0,00%","Aguardando abertura do orçamento , para publicação do edital e compra direta dos processos em andamentos.   ",2%,0%,"0,00%","Os processos de  compra direta e inxegibilidade, não foram finalizados, estava aguardando a elaboração , que foram emitidos o PED RESERVA  no final do mês  de fevereiro  ",5%,3%,"60,00%",Foram finalizados 02 e inexigibilidade e 01 compra direta  e publicados 02 Pregões ,4%,3%,"75,00%","Foram finalizados 02 processos de capacitação , 01 pregões ffinalizado. ",7%,7%,"100,00%",03 Processos de adesão carona e 02 processos de inexigilidade e finalizados 02 pregões   ,5%,5%,"100,00%","Finalizado 01 pregão ,02 compras diretas  ,02 inexigibilidades .",3%,3%,"100,00%",homologado o Pregão Eletrônico nº 001/2024/MTI  e 02 inexigibilidade ,6%,6%,"100,00%",Finalizado 01 compra direta  e 05 processos de inxegilibilidade,3%,3%,"100,00%",Finalizados 01 compa direta 03 processos de inexigilibilidades,5%,5%,"100,00%",Finalizados 03 processos de inexigibilidade e 02 compra direta ,2%,2%,"100,00%",Foram finalizados 02 processos de inexigibilidade ,1%,1%,"100,00%",Finalizado o pregão eletrônico RED HAT 
UGACO/GAQS,DAFI,% de cumprimento do plano anual de aquisições,Operacional,número de processos concluidos ,Cumprir o cronograma de aquisições,80%,TRIMESTRAL,,Maior Melhor,Finalizando a aquisição prevista no Cronograma,,,,0%,0%,"0,00%",Finalizado o Plano de Aquiisção com as demandas do ano 2024,2%,0%,"0,00%","Os processos de  compra direta e inxegibilidade, não foram finalizados, estava aguardando a elaboração , que foram emitidos o PED RESERVA  no final do mês  de fevereiro  ",3%,3%,"100,00%",finalizados 02 e inexegibilidade e 01 compra direta  ,3%,3%,"2,00%",Foram finalizados 02 processos de capacitação,3%,3%,"100,00%",03 procesos de capacitação ,5%,5%,"100,00%","Finalizado 01 pregão ,02 compras diretas  ,02 inexigibilidades .",1%,1%,"100,00%",homologado o Pregão Eletrônico nº 001/2024/MTI,6%,6%,"100,00%",Finalizado 01 compra direta  e 05 processos de inxegilibilidade,3%,3%,"100,00%",Finalizados 01 compa direta 03 processos de inexigilibilidades,5%,5%,"100,00%",Finalizados 03 processos de inexigibilidade e 02 compra direta ,2%,2%,"100,00%",Foram finalizados 02 processos de inexigibilidade ,1%,1%,"100,00%",Finalizado o pregão eletrônico RED HAT 
UGACO,,Percentual de Licitações Concluídas com Sucesso,Tático,"(Somatório quantidade de licitações concluídas / Somatório quantidade de
licitações realizadas no período) x 100","tempo de conclusão de cada pregão, permitindo a
rápida visualização daqueles que estão dentro de uma média previamente
estabelecida e daqueles que são outliers",-,TRIMESTRAL,,,,,,,0%,0%,"0,00%",mensurado no mes de março,0%,0%,"0,00%",mensurado no mes de março,2%,2%,"0,00%",finalizados 02 e inexegibilidade,,,-,,,,"0,00%",Mensurado em Junho,5%,5%,"100,00%","Finalizado 01 pregão ,02 compras diretas  ,02 inexigibilidades .",,,"0,00%",Mensuração no mês de setembro,,,"0,00%",Mensuração no mês de setembro,1%,1%,"100,00%",Finalizado 01 Pregão no mes 07/2024,0%,0%,"0,00%",,2%,2%,"100,00%",,1%,1%,"100,00%",Finalizado o pregão eletrônico RED HAT 
UGACO/GCTO,,Percentual de Contratos Renovados,Tático,"(Somatório do número de contratos renovados / Somatório do número de
contratos vigentes passíveis de renovação) x 100","contratos renovados em relação à
quantidade total de contratos vigentes no período passíveis de renovação",-,TRIMESTRAL,,,,,,,0%,0%,"0,00%",No mês de janeiro não temos contratos para serem renovados ,0%,0%,"0,00%",No mês de fevereiro não temos contratos para serem renovados ,1%,1%,"100,00%",Renovado o contrato 04/2022/MTI,,,-,,,,"0,00%",Mensurado em Junho,10%,10%,"0,00%",,,,,Mensuração no mês de setembro,,,,Mensuração no mês de setembro,5%,5%,"100,00%",5 aditivos renovados no trimestre,,,"0,00%",Mensuração no mês de Dezembro,,,"0,00%",Mensuração no mês de Dezembro,7%,7%,"100,00%",7 contratos renovados no trimestre
UGACO/GAQS,,Economicidade das licitações,Tático,Diferença média entre os valores estimados e os valores contratados,Verificar a economicidade e efetividades das negociações nos processos licitatórios.,,TRIMESTRAL,,,,,,,0%,0%,"0,00%",mensurado no mes de março,,,"0,00%",mensurado no mes de março,0%,0%,"0,00%",não tiveram  pregões e compra dierta com economicidade . ,,,-,,,,"0,00%",Mensurado em Junho,1%,1%,"100,00%",homologado o Pregão 005/2024.,,,"0,00%",Mensuração no mês de setembro,,,"0,00%",Mensuração no mês de setembro,1%,1%,"100,00%","Compra direta Contratação de empresa para aquisição de materiais de consumo, sendo
materiais de limpeza e materiais de expediente                                18,26%",,,"0,00%",Mensuração no mês de Dezembro,,,"0,00%",Mensuração no mês de Dezembro,1%,1%,"100,00%","economicidade 1,044"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGPES,DAFI,Percentual de Pessoas com 100% de seu PDI Executado,Estratégico,(Número de Pessoas com 100% de seu PDI Executados / Total de Pessoas) ​×100,Elevação do nível de competência e habilidades,"70,00%",Anual,Percentual,Maior melhor,"Incentivar uma transformação cultural motivando as pessoas para colaboração, inovação e foco em resultados",Capacitar e desenvolver os calobadores suprindo os GAPs e foratelecendo a empresa em sua missão.,"1. Desenvolvimento de Competências:
2. Melhoria da Produtividade:
3. Redução de Erros e Retrabalho:
4. Contribuir para engajamento e Satisfação do Funcionário:
5. Preparar a equipe para mudanças na organização, fornecendo treinamento em novas tecnologias, processos ou estratégias.
6. Assegurar que a equipe esteja devidamente treinada para cumprir requisitos legais e normativos, evitando riscos e penalidades.
7. Reforçar a reputação da organização como um local que investe no desenvolvimento de seus colaboradores, contribuindo para a retenção de talentos.

(Efetivos sede + Comissionados + 
Exclusivamente Comissionado +
Cedidos para MTI)
",Não há histórico,171,0%,"0,00%","Nenhum servidor executou o seu PDI em 100% até 31/01/2024 - Foi reduzido o número total para 171, considerando a saída da UG Michele, da Lucimar e da Josiane",171,2,"1,17%","Do Montante de 171 Servidores avaliados no Programa Gestão Por Competências 2023/2024: 

92 Servidores estão sem PDI

79 Servidores  estão com os   PDIs Elaborados  
08 Servidores com o   PDI incorretos sem  iniciativa  
32 Servidores com os PDIs com iniciativas atrasadas 
37 Servidores com os PDIs em andamento e 
2 Servidores com os PDIs concluidos de janeiro a fevereiro (acumulado)

PDIs concluidos no mês 02/2024 = 2 colaboradores


",171,1,"0,58%","Do Montante de 171 Servidores avaliados no Programa Gestão Por Competências 2023/2024: 

82  Servidores estão sem PDI

89 Servidores  estão com os   PDIs Elaborados  
38 Servidores com os PDIs com iniciativas atrasadas 
48 Servidores com os PDIs em andamento e 
 3 Servidores com os PDIs concluidos de janeiro a março (acumulado)

PDIs concluidos no mês 03/2024 = 1 colaborador


",171,1,"0,58%","Do Montante de 171 Servidores avaliados no Programa Gestão Por Competências 2023/2024: 

78  Servidores estão sem PDI

93 Servidores  estão com os   PDIs Elaborados  
30 Servidores com o   PDI incorretos sem  iniciativa  
37 Servidores com os PDIs com iniciativas atrasadas 
22 Servidores com os PDIs em andamento e 
04 Servidores com os PDIs concluidos de janeiro a abril (acumulado)

PDIs concluidos no mês 04/2024 = 1 colaborador


",171,4,"2,34%","Do Montante de 171 Servidores avaliados no Programa Gestão Por Competências 2023/2024: 

70 Servidores estão sem PDI

101 Servidores  estão com os   PDIs Elaborados 
  64 Servidores com o   PDI incorretos sem  iniciativa    
  09 Servidores com os PDIs com iniciativas atrasadas 
  20 Servidores com os PDIs em andamento e 
  08 Servidores com os PDIs concluidos de janeiro a maio (acumulado)

PDIs concluidos no mês 05/2024 = 4 colaboradores


",171,25,"14,62%","Do Montante de 171 Servidores avaliados no Programa Gestão Por Competências 2023/2024:

44 Servidores Sem PDI 


127  Servidores  PDIs Elaborados, sendo desses:
 
18  Servidores  PDIs com iniciativas atrasadas 

 20  Servidores PDIs não iniciados

 56  com PDIs em andamento 

33   Servidores com o seu PDI concluidos 
",171,24,"14,04%","Do Montante de 171 Servidores avaliados no Programa Gestão Por Competências 2023/2024: 

44 Servidores estão sem PDI

127 Servidores com os PDIs Elaborados 
  06 Servidores com os PDIs incorretos sem  iniciativa    
  38 Servidores com os PDIs com iniciativas atrasadas 
  26 Servidores com os PDIs em andamento e 
  57 Servidores com os PDIs concluidos de janeiro a julho (acumulado)

PDIs concluidos no mês 07/2024 = 24 colaborador


",171,24,"14,04%","Do Montante de 171 Servidores avaliados no Programa Gestão Por Competências 2023/2024: 

  32 Servidores estão sem PDI

139 Servidores com os PDIs Elaborados 
  81 Servidores com os PDIs concluidos de janeiro a agosto (acumulado)
  24 Servidores com os PDIs em andamento e 
  32 Servidores com os PDIs com iniciativas atrasadas 
  02 Servidores com os PDIs incorretos sem iniciativa    
 
 

PDIs concluidos no mês 08/2024 = 24 colaborador


",171,35,"20,47%","Do Montante de 171 Servidores avaliados no Programa Gestão Por Competências 2023/2024: 

171 Servidores  PDIs Elaborados, sendo desses:
116 Servidores com PDI  Concluídos
 21  Servidores com PDI  Em andamento 
 01  Servidores com PDI Sem iniciativas cadastradas (fizeram apenas a capa)
 33 Servidores com PDI  Não iniciados (criaram PDI, mas não fizeram nenhuma ação)
 
 PDIs concluidos no mês 09/2024 = 35 colaborador

",171,7,4%,"Do Montante de 171 Servidores avaliados no Programa Gestão Por Competências 2023/2024: 

171 Servidores  PDIs Elaborados, sendo desses:
122 Servidores com PDI  Concluídos
 21  Servidores com PDI  Em andamento 
 01  Servidores com PDI Sem iniciativas cadastradas (fizeram apenas a capa)
 27 Servidores com PDI  Não iniciados (criaram PDI, mas não fizeram nenhuma ação)
 
 PDIs concluidos no mês 10/2024 = 07 colaborador

",171,27,"15,79%","Do Montante de 171 Servidores avaliados no Programa Gestão Por Competências 2023/2024: 

171 Servidores  PDIs Elaborados, sendo desses:
149 Servidores com PDI  Concluídos
 7  Servidores com PDI  Em andamento 
 01  Servidores com PDI Sem iniciativas cadastradas (fizeram apenas a capa)
 14 Servidores com PDI  Não iniciados (criaram PDI, mas não fizeram nenhuma ação)
 
 PDIs concluidos no mês 11/2024 = 27colaborador

",171,2,1%,"Do Montante de 171 Servidores avaliados no Programa Gestão Por Competências 2023/2024: 

171 Servidores  PDIs Elaborados, sendo desses:
151 Servidores com PDI  Concluídos
 5 Servidores com PDI  Em andamento 
 01  Servidores com PDI Sem iniciativas cadastradas (fizeram apenas a capa)
 14 Servidores com PDI  Não iniciados (criaram PDI, mas não fizeram nenhuma ação)
 
 PDIs concluidos no mês 12/2024 =  2 colaborador

"
UGPES/GACD,DAFI,Índice de satisfação dos colaboradores/Clima Organizacional,Operacional,{ [ (Soma de todas as respostas ÷ Número de questões ) – 1 ] ÷9 } *100,Alcançar a satisfação dos empregados,"0,8",Anual,Percentual,Maior Melhor,"1. Elaborar questionário com escalas de 1 a 10


2. Aplicar questionário 02 vezes no ano. Novembro e Maio",Identificar o nível de satisfação dos funcionários ,Melhorar a satisfação para melhorar a produtividade,,0,0%,"0,00%",Pesquisa será aplicada em maio,0%,0%,"0,00%",Pesquisa será aplicada em maio,0,0%,"0,00%",Pesquisa será aplicada em maio,0%,0%,"0,00%",Pesquisa será aplicada em maio,0%,0%,"0,00%",Pesquisa em andamento,0%,0%,"0,00%",Pesquisa será finalizada em junho,882,1200,"73,50%","Pesquisa aplicada para 193 empregados, sendo 137 participantes, representando 70,6% da amostra. Segue link do resultado detalhado https://drive.google.com/drive/folders/1vBKE8rlflZpj6lmmM_aG6C09GcT0eG1V",0,0%,"0,00%","Pesquisa de Clima realizada no mês 05/2024, sendo a proximo para o mês 11/2024",0,"0,00%","0,00%","Pesquisa de Clima realizada no mês 05/2024, sendo a proximo para o mês 11/2024",0%,0%,0%,"Pesquisa de Clima realizada no mês 05/2024, sendo a proximo para o mês 11/2024",0%,0%,"0,00%","Pesquisa de Clima realizada no mês 11/2024, sendo resultado finalizado no mês 12/2024",1228,1600,77%,"Pesquisa aplicada para 193 empregados, sendo 142 participantes, representando 73,5% da amostra. Segue link do resultado detalhado https://docs.google.com/document/d/102L1Q4zSgV9LsJ0-PnpZ9B-2U_xcNR6h/edit"
UGPES/GACD,DAFI,Indice de Avaliação da QVT,Operacional,(Pontuação de Avaliação dos Resultados do Programa QVT / Total de Pontuação Possivel)*100%,"medir a  satisfação dos funcionários, redução do absenteísmo, aumento da produtividade, melhoria do clima organizacional, entre outros, conforme objetivos específicos do programa de QVT.","0,7",Anual,Percentual,Maior Melhor,"1. Elaborar questionário com escalas de 1 a 10


2. Aplicar questionário 01 vez ao ano. Julho",Identificar o nível de satisfação dos funcionários ,Melhorar a satisfação para melhorar a produtividade,não há histórico,0,0%,"0,00%",Será aplicado em Julho,0%,0%,"0,00%",Será aplicado em Julho,0,0%,"0,00%",Será aplicado em Julho,0%,0%,"0,00%",Será aplicado em Julho,0%,0%,"0,00%",Será aplicada em julho,0%,0%,"0,00%",Será aplicado em Julho,882,1200,"73,50%","Pesquisa aplicada para 193 empregados, sendo 137 participantes, representando 70,6% da amostra. Segue link do resultado detalhado https://drive.google.com/drive/folders/1vBKE8rlflZpj6lmmM_aG6C09GcT0eG1V",0,0%,"0,00%","Pesquisa de Clima realizada no mês 05/2024, sendo a proximo para o mês 11/2024",0,"0,00%","0,00%","Pesquisa de Clima realizada no mês 05/2024, sendo a proximo para o mês 11/2024",0%,0%,0%,"Pesquisa de Clima realizada no mês 05/2024, sendo a proximo para o mês 11/2024",0%,0%,"0,00%","Pesquisa de Clima realizada no mês 11/2024, sendo resultado finalizado no mês 12/2024",1228,1600,77%,"Pesquisa aplicada para 193 empregados, sendo 142 participantes, representando 73,5% da amostra. Segue link do resultado detalhado https://docs.google.com/document/d/102L1Q4zSgV9LsJ0-PnpZ9B-2U_xcNR6h/edit"
UGPES/GPMM,DAFI,Taxa de Absenteismo por Motivos de Saúde,Operacional,(Nº  de servidores x quantidade de dias úteis no mês / Qtde  de atestados no mês) *100 ,Acompanhar a frequência com que os funcionários faltam ao trabalho devido a problemas de saúde e requerem atestados médicos,"0,8",Mensal,Unidade,Menor Melhor,1. Elaborar relatório mensal de Faltas justificadas por motivos de saude e porpor ações de qualidade de vida para reduzir o numero de aterstados apresentados ,"1. Evitar prejuizos para equipes de trabalho, atrapalhando o andamento de processos; 
2.  Identificar possiveis problemas de saúde e propor melhorias no programa de qualidade de vida ","1. ajudar a identificar tendências de absenteísmo por motivos de saúde, tomar medidas para melhorar a saúde dos funcionários e implementar programas ou politicas de TVT que promovam a presença no trabalho.



",não há histórico,6358,126,"1,98%", PLANILHA INFORMAÇÕES,6380,141,"2,21%", PLANILHA INFORMAÇÕES,6402,114,"1,78%", PLANILHA INFORMAÇÕES,6424,90,"1,40%", PLANILHA INFORMAÇÕES,6402,99,"1,55%", PLANILHA INFORMAÇÕES,6446,114,"1,77%", PLANILHA INFORMAÇÕES,6424,178,"2,77%", PLANILHA INFORMAÇÕES,6380,270,"4,23%", PLANILHA INFORMAÇÕES,6424,186,"2,90%", PLANILHA INFORMAÇÕES,6446,188,"2,92%", PLANILHA INFORMAÇÕES,6.512,139,"2,13%", PLANILHA INFORMAÇÕES,6.490,115,"1,77%", PLANILHA INFORMAÇÕES
